URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://gefyra.info/training/ValueSet/ObservationCodesThrombozyten,0.1.0,active,,ObservationCodesThrombozyten,,"Enthält LOINC-Codes für die Observation Thrombozyten",,"LOINC"
http://gefyra.info/training/ValueSet/ObservationCodesTroponin,0.1.0,active,,ObservationCodesTroponin,,"Enthält LOINC-Codes für die Observation Troponin",,"LOINC"
http://gefyra.info/training/ValueSet/ObservationUnitsCRP,0.1.0,active,,ObservationUnitsCRP,,"Enthält UCUM-Einheiten für die Observation CRP",,"UCUM"
http://gefyra.info/training/ValueSet/ObservationUnitsGFR,0.1.0,active,,ObservationUnitsGFR,,"Enthält UCUM-Einheiten für die Observation GFR",,"UCUM"
http://gefyra.info/training/ValueSet/ObservationUnitsHb,0.1.0,active,,ObservationUnitsHb,,"Enthält UCUM-Einheiten für die Observation Hb",,"UCUM"
http://gefyra.info/training/ValueSet/ObservationUnitsPCT,0.1.0,active,,ObservationUnitsPCT,,"Enthält UCUM-Einheiten für die Observation PCT",,"UCUM"
http://gefyra.info/training/ValueSet/ObservationUnitsSerumkreatinin,0.1.0,active,,ObservationUnitsSerumkreatinin,,"Enthält UCUM-Einheiten für die Observation Serumkreatinin",,"UCUM"
http://gefyra.info/training/ValueSet/ObservationUnitsTSH,0.1.0,active,,ObservationUnitsTSH,,"Enthält UCUM-Einheiten für die Observation TSH",,"UCUM"
http://gefyra.info/training/ValueSet/ObservationUnitsThrombozyten,0.1.0,active,,ObservationUnitsThrombozyten,,"Enthält UCUM-Einheiten für die Observation Thrombozyten",,"UCUM"
http://gefyra.info/training/ValueSet/ObservationUnitsTroponin,0.1.0,active,,ObservationUnitsTroponin,,"Enthält UCUM-Einheiten für die Observation Troponin",,"UCUM"
http://gefyra.info/training/ValueSet/ProzedurenCodesSCT,0.1.0,active,,ProzedurenCodesSCT,,"Enthaelt alle SNOMED Procedure Codes",,"SCT"
http://gefyra.info/training/ValueSet/ProzedurenKategorieSCT,0.1.0,active,,ProzedurenKategorieSCT,,"Enthaelt alle SNOMED Codes für ein Mapping der OPS Klassentitel",,"SCT"
http://gefyra.info/training/ValueSet/SchwangerschaftEtMethodeVS,0.1.0,active,,SchwangerschaftEtMethodeVS,Schwangerschaft Erwarteter Entbindungstermin Methode,"",,"LOINC"
http://gefyra.info/training/ValueSet/SchwangerschaftsstatusVS,0.1.0,active,,SchwangerschaftsstatusVS,Schwangerschaftsstatus Valueset,"",,"LOINC"
http://gefyra.info/training/ValueSet/SctRouteOfAdministration,0.1.0,active,,SctRouteOfAdministration,,"Enthaelt alle SNOMED CT Administrationsarten",,"SCT"
http://gefyra.info/training/ValueSet/StillstatusVS,0.1.0,active,,StillstatusVS,Stillstatus LOINC Antwortoptionen,"Dieses Valueset enthält die Codes zur Beschreibung von Stillstatus LOINC.",,"LOINC"
http://gefyra.info/training/ValueSet/current-smoking-status-uv-ips,0.1.0,active,,CurrentSmokingStatusUvIps,Current Smoking Status - IPS,"HL7 LOINC value set for smoking status.  Based on the HL7 Vocab and Structured Doc WG (formerly TC) consensus - per US CDC submission 7/12/2012 for smoking status terms.",,"LOINC"
http://gefyra.info/training/ValueSet/vs-mii-icu-bodysite-observation-blutdruck,0.1.0,active,,VS_MII_ICU_BodySite_Observation_Blutdruck,VS MII ICU BodySite Observation Blutdruck,"Dieses ValueSet enthält Codes für bodySites von Blutdrücken (pulsatilen Drücken).",,"SCT"
http://gefyra.info/training/ValueSet/vs-mii-icu-bodysite-observation-monitoring-und-vitaldaten,0.1.0,active,,VS_MII_ICU_BodySite_Observation_Monitoring_und_Vitaldaten,VS MII ICU BodySite Observation Monitoring und Vitaldaten,"Dieses ValueSet enthält Codes für bodySites von Vitaldaten sowie Daten aus dem Patientenmonitoring.",,"SCT"
http://gefyra.info/training/ValueSet/vs-mii-icu-code-monitoring-und-vitaldaten-iso11073,0.1.0,active,,VS_MII_ICU_Code_Monitoring_und_Vitaldaten_ISO11073,VS MII ICU Code Monitoring und Vitaldaten [ISO11073],"Dieses ValueSet enthält Codes für Vitaldaten sowie Daten aus dem Patientenmonitoring.",,"hl7.terminology.r4"
http://gefyra.info/training/ValueSet/vs-mii-icu-code-monitoring-und-vitaldaten-loinc,0.1.0,active,,VS_MII_ICU_Code_Monitoring_und_Vitaldaten_LOINC,VS MII ICU Code Monitoring und Vitaldaten [LOINC],"Dieses ValueSet enthält Codes für Vitaldaten sowie Daten aus dem Patientenmonitoring.",,"LOINC"
http://gefyra.info/training/ValueSet/vs-mii-icu-code-monitoring-und-vitaldaten-snomed,0.1.0,active,,VS_MII_ICU_Code_Monitoring_und_Vitaldaten_SNOMED,VS MII ICU Code Monitoring und Vitaldaten [sct],"Dieses ValueSet enthaelt Codes fuer Vitaldaten sowie Daten aus dem Patientenmonitoring.",,"SCT"
http://gefyra.info/training/ValueSet/vs-mii-icu-method-observation-blutdruck,0.1.0,active,,VS_MII_ICU_Method_Observation_Blutdruck,VS MII ICU Method Observation Blutdruck,"Dieses ValueSet enthält Codes zur Angabe, ob ein Blutdruck invasiv oder nicht-invasiv gemessen ist. ",,"SCT"
http://hl7.org/fhir/ValueSet/subscription-notification-type,0.1.0,active,"2.16.840.1.113883.4.642.3.1523",SubscriptionNotificationTypeVS,SubscriptionNotificationType,"The type of notification represented by the status message.",,"Internal"
